tweet,existence
. global warming Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion http://bit.ly/dxIaFb,1
Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion intergovernmental panel on climate change,1
Police question global warming 'sceptic' scientist over 'Climategate' email leak http://tinyurl.com/yhho9en #tcot #ocra,1
RT @NRDC_AF: You can demand clean energy. You can fight climate change. Join #thisisourmoment http://bit.ly/bwDUPU,1
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Are you looking to make a change in the world?'... http://bit.ly/czSn4A,1
RT @greenforyou Just How Entertaining Can Climate Change Really Be? #green http://bit.ly/cK5lEh,1
DHS: Fossil Fuels and Climate Change are 'National Threats' - Vladimir's blog - RedState http://goo.gl/8sQ9 Includes great charts #tcot,1
good luck What can our families do to help stop global warming? ;),1
":) http://bit.ly/b2du4M stop global warming The Global Climate: Yes, Its Still Warming",1
"Just as record cold shows global warming, think of a falling DOW & rising unemployment as sign of sound economy  (via @roaring_repub) #fb",1
"If the climate changes long enough, the culture will change; i.e. Harvard University....via Glen Schultz",1
"""to change is not a good thing. ask the climate."" - michael scott #theoffice",1
Climategate: SEC Demands U.S. Firms Disclose Global Warming Risks to Shareholders http://bit.ly/aaBuue  #tcot #ocra,1
"New blog post: Proposed Climate Change Legislation in Wisconsin Would Help Economy, Brighten State's Energy Future http://bit.ly/daSjDx",1
Burning 1 gallon of gas creates 22 lbs of carbon dioxide-a major contributor to global warming. Recycle with us http://interconrecycling.com,1
Reuters-#Vancouver gets climate-change bronze: #Olympics http://link.reuters.com/jab77h,1
Reality Check: British inquiry finds NO distortion of climate change data. http://nyti.ms/crsQyJ #P2 #SCIENCE #TCOT,1
The CFC Ban: Global Warming's Pilot Episode http://bit.ly/cd4GxQ #tcot #ocra,1
";O From Maple Syrup to Snow Pack, Global Warming Happening Here and  stop global warming http://bit.ly/cidu7j",1
:P Scenes from the Climate Wars http://bit.ly/ckiWNK global warming for kids,1
"http://bit.ly/a14V1W :) Debunking the Deniers of Global Warming, page 1 global warming swindle",1
New Ozone Standards could contribute to warming ;O global warming for kids http://bit.ly/b3dgCw,1
"There Is No Clean Coal, But Obama Is Right about an Energy and Climate Bill   global warming solutions http://bit.ly/a0x8kw",1
"http://bit.ly/a0x8kw ;) global warming solutions There Is No Clean Coal, But Obama Is Right about an Energy and Climate Bill",1
Photo: brooklynmutt: It's snowing so global warming is a myth! Anti-intellectualism at its finest. http://tumblr.com/x7q6bt19k,1
"@OTOOLEFAN I've had this argument with people re: global warming, v. climate change. They don't use ""facts"" or ""logics"" like we do.",1
Snowmaggedon' in Washington spurs climate change doubters: Mark Twain had it right: Climate is what we expect; we... http://bit.ly/bpnrnK,1
"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",1
"Moonbattery: Global Warming Crisis Strikes Cambridge, Massachusetts: Red Scare Redux | Main | Two Pictures Worth T... http://bit.ly/cR5UeA",1
"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",1
"""Fox News has Al Gore's book on global warming in the snow during one of their 'straight news' shows."" http://tumblr.com/xkw6bpar9",1
Video: MS-NBC's Brewer claims heavy snowfall proves global warming http://bit.ly/cJM3Xp,1
"Rt @InvasiveNotes RT @OceanChampions: No, snow does not disprove global warming: http://bit.ly/aX13RH",1
The Reference Frame: Global warming causes snowstorm in D.C.  http://bit.ly/4Bvajw,1
"RT @JulesBeaujolais: RT: @StopBeck: So #tcot, if snow during the winter disproves global warming, does a hot day during summer prove it? #p2",1
"Dear #tcot climate-change deniers, hv u ever heard of the Southern Hemisphere? It had the hottest temps on record.",1
"Climate-Change Skeptics Have Received Fat Checks From ExxonMobil - Newspaper: ExxonMobil Corp., the world's l... http://bit.ly/9lzQCy",1
New federal office for global warming - Washington Times: Amid the growing fight over the accuracy of climate data... http://bit.ly/bbpngP,1
"Power Elite enrich themselves by pushing ""Social Agendas"" on us - child obesity, global warming (Al Gore made over $100 mil todate). #tcot",1
east coast is probably wondering: what happened to global warming when it's blizzarding? answer: http://bit.ly/cBLW6t #climate #snowmageddon,1
"Just like Evolution, Climate Change is Real http://bit.ly/d6TazQ",1
Can White Roofs Battle Global Warming? [via NYTimes] http://nyti.ms/d0ctQt #climatechange #architecture,1
"People who claim these blizzards disprove climate change clearly didn't see ""The Day After Tomorrow"".",1
Global Warming In One State http://bit.ly/8XlcOy,1
"For everyone who thinks #Snowmageddon disproves Global Warming, this is why ur wrong: http://bit.ly/9w0D0G",1
US Climate Envoy Says China Tepid on Climate Change Agreement http://bit.ly/aL5ooC,1
"Global warming could make world more 'fragrant': London, Feb 10 (ANI): A major scientific review has indicated tha... http://bit.ly/ahP2MR",1
"@aiki14 Global Warming? Earthquake Magnitude 4.3 quake jolts parts of N Illinois, 50 miles west-northwest of Chicago http://j.mp/bJmlyC",1
D.C. Snowstorm: How Global Warming Makes Blizzards Worse http://bit.ly/d9iYjy,1
Invasive plants are beneficiaries of climate change in Thoreau's woods (source: Science daily): Invasive plants co... http://bit.ly/cBNow5,1
The Effect Of Organic Farming In Climate Change | Organic Earth http://bit.ly/a1rqhT,1
Energy and Global Warming News for February 9: Ford to unveil ... http://bit.ly/c0CJ8w,1
"Global Warming In One State: Like clockwork, whenever there is any kind of change in the natural landscape here in... http://bit.ly/bk1xyA",1
Brilliant: 'Vagina Monologues' Creator Tells Palin to Look at 'Earthquakes and Tsunamis' for Global Warming Proof http://bit.ly/aZ0Mbu,1
"RT @JoshBearjoolow RT @JamisonDague: I love that, since it's cold, climate change is a hoax. That's like s... http://bit.ly/cFz0N4 #Lottery",1
"Climate change, not ""every day is going to be warmer no matter what, change"" #justsayin #AssHats #ScienceFail #p2 #tcot",1
What do climate change deniers squawking about snow in Washington say about the stubborn absence of snow at Vancouver's Olympics venues?,1
"RT @CalebHowe: I've officially heard one too many ""so much for global warming"" #snomg cracks. We need to save or create some new jokes.",1
RT @mmfa Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #noisemachine #climate,1
Solar energy can be used to combat climate change: Experts ... http://bit.ly/a8tw2k,1
"RT @VerveSol: 30min version of ""Climate Change Recalculated"" http://ow.ly/15DmF watch the full version through ForaTv/LongNowFoundation",1
RT @RepowerAmerica: #Climate change places future of the Winter #Olympics -- from the Sierras to the Alps -- in peril http://bit.ly/b8Mqcu,1
FOXNews.com - Trees Grow Faster Because of Global Warming: Forests could be growing faster now than they were 225 ... http://bit.ly/b9Dlxy,1
Wtf is up with all these storms??? Stoopid global climate change...,1
Solar energy can be used to combat climate change: Experts http://bit.ly/b2RJ5V,1
Just had a near perfect shooting of an upcoming Greenpeace video about the global warming denyers.  Great work everyone!,1
"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",1
"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",1
effects of global warming Global Warming: Melting Away! | The Doc Is In   http://bit.ly/9e5vFk,1
Global Warming: Melting Away! | The Doc Is In crop production,1
MSNBC'ó»s Ratigan Blames 'Snowpocalypse' on Global Warming: Host claims heavier precipitation the result of climat... http://bit.ly/b6qjg9,1
The Earth Institute's James Hansen warns against global warming in his new book 'Storms of My Grandchildren. http://bit.ly/9SK1fh,1
Ultimate eBook Store : Shocking Information About Global Warming http://www.ultimateebookstore.com/product.php?products_id=977,1
causes of global warming http://bit.ly/cl0a5P What do you think causes global warming?,1
Global Warming Law Under Attack: The Environment Report Opponents say the law should not be implemented until Cali... http://bit.ly/b4nmTF,1
"Scientists: Global warming real despite harsh winter: By JEFF MONTGOMERY •_´ The News Journal •_´ February 9, 2010 Glo... http://bit.ly/bkQWyD",1
"Report: Exxon Still Orchestrating Campaign to ""Undermine Public Acceptance of Global Warming"" http://bit.ly/amEhlJ",1
"Durango Herald News, Administration proposes new agency to study and report on global warming http://bit.ly/9Uyot5",1
how one should really and sincerely try to stop the deadly effects of global warming. instant solutions ? http://bit.ly/bKV0Kp :P earth,1
Millions out to protest global warming... http://tweetphoto.com/12771109 - I found Al Gore! http://tweetphoto.com/12771190 #tcot,1
New errors in IPCC climate change report - at http://bit.ly/90dsWY,1
"@TXCupCake Take a look at my notes for Cass Sunstein's ""Climate Change Justice"" http://bit.ly/38vdwD",1
"Global warming of course is a worry, it is a worry for the entire world,"" Rogge said. http://bit.ly/ceUovL",1
OUR VIEW: The newest blow to global warming theory: The rush to impose Draconian regulations to fight global warmi... http://bit.ly/aRcdDg,1
causes of global warming Go Green Toolshed ' Blog Archive ' Global Warming Myths and Facts . http://bit.ly/9U3wJH,1
evidences of global warming Go Green Toolshed ' Blog Archive ' Global Warming Myths and Facts,1
"Spring begins almost two weeks earlier due to global warming, say scientists http://bit.ly/bphiIt",1
Climate Change Alters Gray Whale Migration http://ow.ly/15gB8,1
Climate Change Alters Gray Whale Migration http://ow.ly/15g0o,1
Climate Change Alters Gray Whale Migration http://ow.ly/15gB7,1
"Save the Ozone Layer, Give Global Warming a Boost?: Save the Ozone Layer, Give Global Warming a Boost? http://bit.ly/chc05a",1
"RT @dougbenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",1
"RT @DougBenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",1
ways to stop global warming ;) Fundamental Ways That Could Stop Global Warming http://bit.ly/9pw68f,1
RT @ablorg Climate change causes wolverine decline across Canada: http://news.bbc.co.uk/earth/hi/earth_news/newsid_8494000/8494397.stm,1
RT @JaniceChase  Brilliant Moron Inadvertently Proposes Definitive Global Warming ... http://bit.ly/NTFig,1
RT @tweetmeme New federal climate change agency forming | D.C. Now | Los Angeles Times http://bit.ly/ctD67H,1
"RT @dougbenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",1
"Major effects of global warming tied to water, scientists say http://sbne.ws/r/3Oj1",1
Warming Up: Alternative Energy Source and Global Warming | My ... http://bit.ly/94xE9v,1
For all you Climate Change Deniers read this: http://blog.algore.com/2010/02/miliband_fights_back.html,1
"Robert F. Kennedy Jr., predicted 15 months ago there wouldn't be snow in DC again due to 'global warming': http://ow.ly/15bCC #tcot",1
